Transaction ID,Posting Date,Effective Date,Transaction Type,Amount,Check Number,Reference Number,Description,Transaction Category,Type,Balance,Memo,Extended Description
,12/6/2022,,Debit,-100,,49899478,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,74.7,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,12/5/2022,,Credit,196.5,,49876589,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,174.7,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,12/1/2022,,Debit,-30,,49669275,Planet Fitness Service Charges/Fees,Service Charges & Fees,Fees,-21.8,,Fee Withdrawal COMPANY: PLANET FIT ENTRY: CLUB FEES 575-522-7867 ISAIAH MALCOM - NSF Fee
,11/29/2022,,Debit,-10.38,,49424265,Whataburger,Restaurants & Dining,Debit Card,8.2,,Debit Card purchase WHATABURGER 785 5814 LAS CRUCES NM
,11/28/2022,,Debit,-7.44,,49424264,Starbucks,Restaurants & Dining,Debit Card,18.58,,Debit Card purchase STARBUCKS STORE 06642 5814 EL PASO TX
,11/28/2022,,Debit,-16.07,,49424267,Cinemark Theatres,Entertainment,Debit Card,26.02,,Debit Card purchase CNK*CINEMARK.COM 236 7832 800-246-3627 TX
,11/28/2022,,Debit,-30.48,,49424266,Speedway,Gasoline/Fuel,Debit Card,42.09,,Debit Card purchase SPEEDWAY 09128 1685 E. UN 5542 LAS CRUCES NM
,11/27/2022,,Debit,-6.9,,49342137,Starbucks,Restaurants & Dining,Debit Card,72.57,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,11/26/2022,,Credit,100,,49284522,ATM Deposit CU ANYTIME XX 1715 EAST UNIVERSITY LAS CRUCES NM,Deposits,,79.47,,ATM Deposit CU ANYTIME 6011 1715 EAST UNIVERSITY LAS CRUCES NM
,11/17/2022,,Debit,-30,,48930095,Planet Fitness Service Charges/Fees,Service Charges & Fees,Fees,-20.53,,Fee Withdrawal COMPANY: PLANET FIT ENTRY: CLUB FEES 575-522-7867 ISAIAH MALCOM - NSF Fee
,11/15/2022,,Debit,-90,,48740510,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,9.47,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,11/15/2022,,Debit,-100,,48740433,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,99.47,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,11/13/2022,,Debit,-31.23,,48641803,Supercuts,Personal Care & Fitness,Debit Card,199.47,,Debit Card purchase SUPERCUTS LAS CRUCES II 7230 LAS CRUCES NM
,11/13/2022,,Credit,200,,48641802,Deposit Transfer from SXX00 - Overdraft Transfer,Transfers,Transfer,230.7,,Deposit Transfer from S0000 - Overdraft Transfer
,11/13/2022,,Debit,-10.87,,48641804,PRIME VIDEO*HB4O74B61 XX-3080 WA,Entertainment,Debit Card,30.7,,Debit Card purchase PRIME VIDEO*HB4O74B61 5818 888-802-3080 WA
,11/12/2022,,Debit,-60.43,,48613097,Walmart,Shopping,Debit Card,41.57,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,11/12/2022,,Debit,-200,,48602670,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,102,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,11/12/2022,,Debit,-200,,48602661,Online banking Withdrawal Transfer to S0000,Transfers,Transfer,302,,Online banking Withdrawal Transfer to S0000
,11/12/2022,,Credit,500,,48598519,Check Deposit,Deposits,Deposit,502,,Check Deposit
,11/9/2022,,Credit,2,,48598518,ATM Deposit CU ANYTIME XX 1715 EAST UNIVERSITY LAS CRUCES NM,Deposits,,2,,ATM Deposit CU ANYTIME 6011 1715 EAST UNIVERSITY LAS CRUCES NM
,10/31/2022,,Debit,-10.17,,47964699,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,0,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,10/17/2022,,Debit,-10.82,,47247501,Planet Fitness,Personal Care & Fitness,,10.17,,ACH Withdrawal COMPANY: PLANET FIT ENTRY: CLUB FEES 575-522-7867 ISAIAH MALCOM
,10/15/2022,,Debit,-5.81,,47247500,Nmsu Bookstore,Hobbies,Debit Card,20.99,,Debit Card purchase NMSU BOOKSTORE #2218 5942 LAS CRUCES NM
,10/15/2022,,Debit,-13.81,,47247499,Nmsu Bookstore,Hobbies,Debit Card,26.8,,Debit Card purchase NMSU BOOKSTORE #2218 5942 LAS CRUCES NM
,10/15/2022,,Debit,-39.98,,47152001,Payment to Comcast,Cable & Satellite,,40.61,,Bill payment Withdrawal COMCAST DENVER 4899 800-266-2278 CO
,10/15/2022,,Debit,-11.67,,47152000,Whataburger,Restaurants & Dining,Debit Card,80.59,,Debit Card purchase WHATABURGER 785 5814 LAS CRUCES NM
,10/14/2022,,Debit,-3.5,,47099828,NMSUTRANSPORTPRKNGSRVCS XX1839 NM,Travel & Commute,Debit Card,92.26,,Debit Card purchase NMSUTRANSPORTPRKNGSRVCS 8220 5756461839 NM
,10/14/2022,,Debit,-14,,47099827,Panda Express,Restaurants & Dining,Debit Card,95.76,,Debit Card purchase PANDA EXPRESS #2206 5814 LAS CRUCES NM
,10/13/2022,,Debit,-700,,47099826,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,109.76,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,10/13/2022,,Credit,800,,47056083,Check Deposit,Deposits,Deposit,809.76,,Check Deposit
,10/13/2022,,Debit,-6.22,,47056082,Starbucks,Restaurants & Dining,Debit Card,9.76,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,10/13/2022,,Debit,-2.5,,47035588,NMSUTRANSPORTPRKNGSRVCS XX1839 NM,Travel & Commute,Debit Card,15.98,,Debit Card purchase NMSUTRANSPORTPRKNGSRVCS 8220 5756461839 NM
,10/13/2022,,Debit,-10.87,,47035587,PRIME VIDEO*HT1IB5451 XX-3080 WA,Entertainment,Debit Card,18.48,,Debit Card purchase PRIME VIDEO*HT1IB5451 5818 888-802-3080 WA
,10/10/2022,,Debit,-24.75,,46939693,Peter Piper Pizza,Restaurants & Dining,Debit Card,29.35,,Debit Card purchase PETER PIPER PIZZA 45 5812 LAS CRUCES NM
,10/9/2022,,Debit,-47.26,,46875572,Circle K,Groceries,Debit Card,54.1,,POS Card purchase CIRCLE K # 41289 5542 LAS CRUCES NM
,10/9/2022,,Debit,-55.74,,46875571,Walmart,Shopping,Debit Card,101.36,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,10/9/2022,,Debit,-16.2,,46875570,Chick-fil-A,Restaurants & Dining,Debit Card,157.1,,Debit Card purchase CHICK-FIL-A #03693 5814 LAS CRUCES NM
,10/9/2022,,Debit,-1.08,,46866903,Planet Fitness,Personal Care & Fitness,Debit Card,173.3,,Debit Card purchase 7038 PLANET FITNESS 7997 LAS CRUCES NM
,10/8/2022,,Debit,-24.35,,46866902,Walmart,Shopping,Debit Card,174.38,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,10/8/2022,,Credit,196.5,,46827936,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,198.73,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,10/4/2022,,Debit,-27.71,,46654017,Walmart,Shopping,Debit Card,2.23,,POS Card purchase WAL-MART SUPER CENTER 5411 0806 WAL-SAMS LAS CRUCES NM
,10/4/2022,,Debit,-6.22,,46611317,Starbucks,Restaurants & Dining,Debit Card,29.94,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,10/1/2022,,Debit,-4.92,,46538141,Starbucks,Restaurants & Dining,Debit Card,36.16,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,10/1/2022,,Debit,-5,,46538142,Speedway,Gasoline/Fuel,Debit Card,41.08,,Debit Card purchase SPEEDWAY 09128 1685 E. UN 5541 LAS CRUCES NM
